fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 12 13
add fil3.txt 137
fac 7 10
add fil1.txt 5
fac 10 5
add fil2.txt 7
fac 0 0
add stop 10
